filename,input_path,target_path,cx,cy,radius
clock_000055.jpg,synthetic_clocks\inputs\clock_000055.jpg,synthetic_clocks\targets\clock_000055.jpg,0.5,0.5,0.4140625
clock_000056.jpg,synthetic_clocks\inputs\clock_000056.jpg,synthetic_clocks\targets\clock_000056.jpg,0.5,0.5,0.4140625
clock_000057.jpg,synthetic_clocks\inputs\clock_000057.jpg,synthetic_clocks\targets\clock_000057.jpg,0.5,0.5,0.4140625
clock_000058.jpg,synthetic_clocks\inputs\clock_000058.jpg,synthetic_clocks\targets\clock_000058.jpg,0.5,0.5,0.4140625
clock_000059.jpg,synthetic_clocks\inputs\clock_000059.jpg,synthetic_clocks\targets\clock_000059.jpg,0.5,0.5,0.4140625
clock_000060.jpg,synthetic_clocks\inputs\clock_000060.jpg,synthetic_clocks\targets\clock_000060.jpg,0.5,0.5,0.4140625
clock_000061.jpg,synthetic_clocks\inputs\clock_000061.jpg,synthetic_clocks\targets\clock_000061.jpg,0.5,0.5,0.4140625
clock_000062.jpg,synthetic_clocks\inputs\clock_000062.jpg,synthetic_clocks\targets\clock_000062.jpg,0.5,0.5,0.4140625
clock_000063.jpg,synthetic_clocks\inputs\clock_000063.jpg,synthetic_clocks\targets\clock_000063.jpg,0.5,0.5,0.4140625
clock_000064.jpg,synthetic_clocks\inputs\clock_000064.jpg,synthetic_clocks\targets\clock_000064.jpg,0.5,0.5,0.4140625
clock_000065.jpg,synthetic_clocks\inputs\clock_000065.jpg,synthetic_clocks\targets\clock_000065.jpg,0.5,0.5,0.4140625
clock_000066.jpg,synthetic_clocks\inputs\clock_000066.jpg,synthetic_clocks\targets\clock_000066.jpg,0.5,0.5,0.4140625
clock_000067.jpg,synthetic_clocks\inputs\clock_000067.jpg,synthetic_clocks\targets\clock_000067.jpg,0.5,0.5,0.4140625
clock_000068.jpg,synthetic_clocks\inputs\clock_000068.jpg,synthetic_clocks\targets\clock_000068.jpg,0.5,0.5,0.4140625
clock_000069.jpg,synthetic_clocks\inputs\clock_000069.jpg,synthetic_clocks\targets\clock_000069.jpg,0.5,0.5,0.4140625
clock_000070.jpg,synthetic_clocks\inputs\clock_000070.jpg,synthetic_clocks\targets\clock_000070.jpg,0.5,0.5,0.4140625
clock_000071.jpg,synthetic_clocks\inputs\clock_000071.jpg,synthetic_clocks\targets\clock_000071.jpg,0.5,0.5,0.4140625
clock_000072.jpg,synthetic_clocks\inputs\clock_000072.jpg,synthetic_clocks\targets\clock_000072.jpg,0.5,0.5,0.4140625
clock_000073.jpg,synthetic_clocks\inputs\clock_000073.jpg,synthetic_clocks\targets\clock_000073.jpg,0.5,0.5,0.4140625
clock_000074.jpg,synthetic_clocks\inputs\clock_000074.jpg,synthetic_clocks\targets\clock_000074.jpg,0.5,0.5,0.4140625
clock_000075.jpg,synthetic_clocks\inputs\clock_000075.jpg,synthetic_clocks\targets\clock_000075.jpg,0.5,0.5,0.4140625
clock_000076.jpg,synthetic_clocks\inputs\clock_000076.jpg,synthetic_clocks\targets\clock_000076.jpg,0.5,0.5,0.4140625
clock_000077.jpg,synthetic_clocks\inputs\clock_000077.jpg,synthetic_clocks\targets\clock_000077.jpg,0.5,0.5,0.4140625
clock_000078.jpg,synthetic_clocks\inputs\clock_000078.jpg,synthetic_clocks\targets\clock_000078.jpg,0.5,0.5,0.4140625
clock_000079.jpg,synthetic_clocks\inputs\clock_000079.jpg,synthetic_clocks\targets\clock_000079.jpg,0.5,0.5,0.4140625
clock_000080.jpg,synthetic_clocks\inputs\clock_000080.jpg,synthetic_clocks\targets\clock_000080.jpg,0.5,0.5,0.4140625
clock_000081.jpg,synthetic_clocks\inputs\clock_000081.jpg,synthetic_clocks\targets\clock_000081.jpg,0.5,0.5,0.4140625
clock_000082.jpg,synthetic_clocks\inputs\clock_000082.jpg,synthetic_clocks\targets\clock_000082.jpg,0.5,0.5,0.4140625
clock_000083.jpg,synthetic_clocks\inputs\clock_000083.jpg,synthetic_clocks\targets\clock_000083.jpg,0.5,0.5,0.4140625
clock_000084.jpg,synthetic_clocks\inputs\clock_000084.jpg,synthetic_clocks\targets\clock_000084.jpg,0.5,0.5,0.4140625
clock_000085.jpg,synthetic_clocks\inputs\clock_000085.jpg,synthetic_clocks\targets\clock_000085.jpg,0.5,0.5,0.4140625
clock_000086.jpg,synthetic_clocks\inputs\clock_000086.jpg,synthetic_clocks\targets\clock_000086.jpg,0.5,0.5,0.4140625
clock_000087.jpg,synthetic_clocks\inputs\clock_000087.jpg,synthetic_clocks\targets\clock_000087.jpg,0.5,0.5,0.4140625
clock_000088.jpg,synthetic_clocks\inputs\clock_000088.jpg,synthetic_clocks\targets\clock_000088.jpg,0.5,0.5,0.4140625
clock_000089.jpg,synthetic_clocks\inputs\clock_000089.jpg,synthetic_clocks\targets\clock_000089.jpg,0.5,0.5,0.4140625
clock_000090.jpg,synthetic_clocks\inputs\clock_000090.jpg,synthetic_clocks\targets\clock_000090.jpg,0.5,0.5,0.4140625
clock_000091.jpg,synthetic_clocks\inputs\clock_000091.jpg,synthetic_clocks\targets\clock_000091.jpg,0.5,0.5,0.4140625
clock_000092.jpg,synthetic_clocks\inputs\clock_000092.jpg,synthetic_clocks\targets\clock_000092.jpg,0.5,0.5,0.4140625
clock_000093.jpg,synthetic_clocks\inputs\clock_000093.jpg,synthetic_clocks\targets\clock_000093.jpg,0.5,0.5,0.4140625
clock_000094.jpg,synthetic_clocks\inputs\clock_000094.jpg,synthetic_clocks\targets\clock_000094.jpg,0.5,0.5,0.4140625
clock_000095.jpg,synthetic_clocks\inputs\clock_000095.jpg,synthetic_clocks\targets\clock_000095.jpg,0.5,0.5,0.4140625
clock_000096.jpg,synthetic_clocks\inputs\clock_000096.jpg,synthetic_clocks\targets\clock_000096.jpg,0.5,0.5,0.4140625
clock_000097.jpg,synthetic_clocks\inputs\clock_000097.jpg,synthetic_clocks\targets\clock_000097.jpg,0.5,0.5,0.4140625
clock_000098.jpg,synthetic_clocks\inputs\clock_000098.jpg,synthetic_clocks\targets\clock_000098.jpg,0.5,0.5,0.4140625
clock_000099.jpg,synthetic_clocks\inputs\clock_000099.jpg,synthetic_clocks\targets\clock_000099.jpg,0.5,0.5,0.4140625
clock_000100.jpg,synthetic_clocks\inputs\clock_000100.jpg,synthetic_clocks\targets\clock_000100.jpg,0.5,0.5,0.4140625
clock_000101.jpg,synthetic_clocks\inputs\clock_000101.jpg,synthetic_clocks\targets\clock_000101.jpg,0.5,0.5,0.4140625
clock_000102.jpg,synthetic_clocks\inputs\clock_000102.jpg,synthetic_clocks\targets\clock_000102.jpg,0.5,0.5,0.4140625
clock_000103.jpg,synthetic_clocks\inputs\clock_000103.jpg,synthetic_clocks\targets\clock_000103.jpg,0.5,0.5,0.4140625
clock_000104.jpg,synthetic_clocks\inputs\clock_000104.jpg,synthetic_clocks\targets\clock_000104.jpg,0.5,0.5,0.4140625
clock_000105.jpg,synthetic_clocks\inputs\clock_000105.jpg,synthetic_clocks\targets\clock_000105.jpg,0.5,0.5,0.4140625
clock_000106.jpg,synthetic_clocks\inputs\clock_000106.jpg,synthetic_clocks\targets\clock_000106.jpg,0.5,0.5,0.4140625
clock_000107.jpg,synthetic_clocks\inputs\clock_000107.jpg,synthetic_clocks\targets\clock_000107.jpg,0.5,0.5,0.4140625
clock_000108.jpg,synthetic_clocks\inputs\clock_000108.jpg,synthetic_clocks\targets\clock_000108.jpg,0.5,0.5,0.4140625
clock_000109.jpg,synthetic_clocks\inputs\clock_000109.jpg,synthetic_clocks\targets\clock_000109.jpg,0.5,0.5,0.4140625
clock_000110.jpg,synthetic_clocks\inputs\clock_000110.jpg,synthetic_clocks\targets\clock_000110.jpg,0.5,0.5,0.4140625
clock_000111.jpg,synthetic_clocks\inputs\clock_000111.jpg,synthetic_clocks\targets\clock_000111.jpg,0.5,0.5,0.4140625
clock_000112.jpg,synthetic_clocks\inputs\clock_000112.jpg,synthetic_clocks\targets\clock_000112.jpg,0.5,0.5,0.4140625
clock_000113.jpg,synthetic_clocks\inputs\clock_000113.jpg,synthetic_clocks\targets\clock_000113.jpg,0.5,0.5,0.4140625
clock_000114.jpg,synthetic_clocks\inputs\clock_000114.jpg,synthetic_clocks\targets\clock_000114.jpg,0.5,0.5,0.4140625
clock_000115.jpg,synthetic_clocks\inputs\clock_000115.jpg,synthetic_clocks\targets\clock_000115.jpg,0.5,0.5,0.4140625
clock_000116.jpg,synthetic_clocks\inputs\clock_000116.jpg,synthetic_clocks\targets\clock_000116.jpg,0.5,0.5,0.4140625
clock_000117.jpg,synthetic_clocks\inputs\clock_000117.jpg,synthetic_clocks\targets\clock_000117.jpg,0.5,0.5,0.4140625
clock_000118.jpg,synthetic_clocks\inputs\clock_000118.jpg,synthetic_clocks\targets\clock_000118.jpg,0.5,0.5,0.4140625
clock_000119.jpg,synthetic_clocks\inputs\clock_000119.jpg,synthetic_clocks\targets\clock_000119.jpg,0.5,0.5,0.4140625
clock_000120.jpg,synthetic_clocks\inputs\clock_000120.jpg,synthetic_clocks\targets\clock_000120.jpg,0.5,0.5,0.4140625
clock_000121.jpg,synthetic_clocks\inputs\clock_000121.jpg,synthetic_clocks\targets\clock_000121.jpg,0.5,0.5,0.4140625
clock_000122.jpg,synthetic_clocks\inputs\clock_000122.jpg,synthetic_clocks\targets\clock_000122.jpg,0.5,0.5,0.4140625
clock_000123.jpg,synthetic_clocks\inputs\clock_000123.jpg,synthetic_clocks\targets\clock_000123.jpg,0.5,0.5,0.4140625
clock_000124.jpg,synthetic_clocks\inputs\clock_000124.jpg,synthetic_clocks\targets\clock_000124.jpg,0.5,0.5,0.4140625
clock_000125.jpg,synthetic_clocks\inputs\clock_000125.jpg,synthetic_clocks\targets\clock_000125.jpg,0.5,0.5,0.4140625
clock_000126.jpg,synthetic_clocks\inputs\clock_000126.jpg,synthetic_clocks\targets\clock_000126.jpg,0.5,0.5,0.4140625
clock_000127.jpg,synthetic_clocks\inputs\clock_000127.jpg,synthetic_clocks\targets\clock_000127.jpg,0.5,0.5,0.4140625
clock_000128.jpg,synthetic_clocks\inputs\clock_000128.jpg,synthetic_clocks\targets\clock_000128.jpg,0.5,0.5,0.4140625
clock_000129.jpg,synthetic_clocks\inputs\clock_000129.jpg,synthetic_clocks\targets\clock_000129.jpg,0.5,0.5,0.4140625
clock_000130.jpg,synthetic_clocks\inputs\clock_000130.jpg,synthetic_clocks\targets\clock_000130.jpg,0.5,0.5,0.4140625
clock_000131.jpg,synthetic_clocks\inputs\clock_000131.jpg,synthetic_clocks\targets\clock_000131.jpg,0.5,0.5,0.4140625
clock_000132.jpg,synthetic_clocks\inputs\clock_000132.jpg,synthetic_clocks\targets\clock_000132.jpg,0.5,0.5,0.4140625
clock_000133.jpg,synthetic_clocks\inputs\clock_000133.jpg,synthetic_clocks\targets\clock_000133.jpg,0.5,0.5,0.4140625
clock_000134.jpg,synthetic_clocks\inputs\clock_000134.jpg,synthetic_clocks\targets\clock_000134.jpg,0.5,0.5,0.4140625
clock_000135.jpg,synthetic_clocks\inputs\clock_000135.jpg,synthetic_clocks\targets\clock_000135.jpg,0.5,0.5,0.4140625
clock_000136.jpg,synthetic_clocks\inputs\clock_000136.jpg,synthetic_clocks\targets\clock_000136.jpg,0.5,0.5,0.4140625
clock_000137.jpg,synthetic_clocks\inputs\clock_000137.jpg,synthetic_clocks\targets\clock_000137.jpg,0.5,0.5,0.4140625
clock_000138.jpg,synthetic_clocks\inputs\clock_000138.jpg,synthetic_clocks\targets\clock_000138.jpg,0.5,0.5,0.4140625
clock_000139.jpg,synthetic_clocks\inputs\clock_000139.jpg,synthetic_clocks\targets\clock_000139.jpg,0.5,0.5,0.4140625
clock_000140.jpg,synthetic_clocks\inputs\clock_000140.jpg,synthetic_clocks\targets\clock_000140.jpg,0.5,0.5,0.4140625
clock_000141.jpg,synthetic_clocks\inputs\clock_000141.jpg,synthetic_clocks\targets\clock_000141.jpg,0.5,0.5,0.4140625
clock_000142.jpg,synthetic_clocks\inputs\clock_000142.jpg,synthetic_clocks\targets\clock_000142.jpg,0.5,0.5,0.4140625
clock_000143.jpg,synthetic_clocks\inputs\clock_000143.jpg,synthetic_clocks\targets\clock_000143.jpg,0.5,0.5,0.4140625
clock_000144.jpg,synthetic_clocks\inputs\clock_000144.jpg,synthetic_clocks\targets\clock_000144.jpg,0.5,0.5,0.4140625
clock_000145.jpg,synthetic_clocks\inputs\clock_000145.jpg,synthetic_clocks\targets\clock_000145.jpg,0.5,0.5,0.4140625
clock_000146.jpg,synthetic_clocks\inputs\clock_000146.jpg,synthetic_clocks\targets\clock_000146.jpg,0.5,0.5,0.4140625
clock_000147.jpg,synthetic_clocks\inputs\clock_000147.jpg,synthetic_clocks\targets\clock_000147.jpg,0.5,0.5,0.4140625
clock_000148.jpg,synthetic_clocks\inputs\clock_000148.jpg,synthetic_clocks\targets\clock_000148.jpg,0.5,0.5,0.4140625
clock_000149.jpg,synthetic_clocks\inputs\clock_000149.jpg,synthetic_clocks\targets\clock_000149.jpg,0.5,0.5,0.4140625
clock_000150.jpg,synthetic_clocks\inputs\clock_000150.jpg,synthetic_clocks\targets\clock_000150.jpg,0.5,0.5,0.4140625
clock_000151.jpg,synthetic_clocks\inputs\clock_000151.jpg,synthetic_clocks\targets\clock_000151.jpg,0.5,0.5,0.4140625
clock_000152.jpg,synthetic_clocks\inputs\clock_000152.jpg,synthetic_clocks\targets\clock_000152.jpg,0.5,0.5,0.4140625
clock_000153.jpg,synthetic_clocks\inputs\clock_000153.jpg,synthetic_clocks\targets\clock_000153.jpg,0.5,0.5,0.4140625
clock_000154.jpg,synthetic_clocks\inputs\clock_000154.jpg,synthetic_clocks\targets\clock_000154.jpg,0.5,0.5,0.4140625
clock_000155.jpg,synthetic_clocks\inputs\clock_000155.jpg,synthetic_clocks\targets\clock_000155.jpg,0.5,0.5,0.4140625
clock_000156.jpg,synthetic_clocks\inputs\clock_000156.jpg,synthetic_clocks\targets\clock_000156.jpg,0.5,0.5,0.4140625
clock_000157.jpg,synthetic_clocks\inputs\clock_000157.jpg,synthetic_clocks\targets\clock_000157.jpg,0.5,0.5,0.4140625
clock_000158.jpg,synthetic_clocks\inputs\clock_000158.jpg,synthetic_clocks\targets\clock_000158.jpg,0.5,0.5,0.4140625
clock_000159.jpg,synthetic_clocks\inputs\clock_000159.jpg,synthetic_clocks\targets\clock_000159.jpg,0.5,0.5,0.4140625
clock_000160.jpg,synthetic_clocks\inputs\clock_000160.jpg,synthetic_clocks\targets\clock_000160.jpg,0.5,0.5,0.4140625
clock_000161.jpg,synthetic_clocks\inputs\clock_000161.jpg,synthetic_clocks\targets\clock_000161.jpg,0.5,0.5,0.4140625
clock_000162.jpg,synthetic_clocks\inputs\clock_000162.jpg,synthetic_clocks\targets\clock_000162.jpg,0.5,0.5,0.4140625
clock_000163.jpg,synthetic_clocks\inputs\clock_000163.jpg,synthetic_clocks\targets\clock_000163.jpg,0.5,0.5,0.4140625
clock_000164.jpg,synthetic_clocks\inputs\clock_000164.jpg,synthetic_clocks\targets\clock_000164.jpg,0.5,0.5,0.4140625
clock_000165.jpg,synthetic_clocks\inputs\clock_000165.jpg,synthetic_clocks\targets\clock_000165.jpg,0.5,0.5,0.4140625
clock_000166.jpg,synthetic_clocks\inputs\clock_000166.jpg,synthetic_clocks\targets\clock_000166.jpg,0.5,0.5,0.4140625
clock_000167.jpg,synthetic_clocks\inputs\clock_000167.jpg,synthetic_clocks\targets\clock_000167.jpg,0.5,0.5,0.4140625
clock_000168.jpg,synthetic_clocks\inputs\clock_000168.jpg,synthetic_clocks\targets\clock_000168.jpg,0.5,0.5,0.4140625
clock_000169.jpg,synthetic_clocks\inputs\clock_000169.jpg,synthetic_clocks\targets\clock_000169.jpg,0.5,0.5,0.4140625
clock_000170.jpg,synthetic_clocks\inputs\clock_000170.jpg,synthetic_clocks\targets\clock_000170.jpg,0.5,0.5,0.4140625
clock_000171.jpg,synthetic_clocks\inputs\clock_000171.jpg,synthetic_clocks\targets\clock_000171.jpg,0.5,0.5,0.4140625
clock_000172.jpg,synthetic_clocks\inputs\clock_000172.jpg,synthetic_clocks\targets\clock_000172.jpg,0.5,0.5,0.4140625
clock_000173.jpg,synthetic_clocks\inputs\clock_000173.jpg,synthetic_clocks\targets\clock_000173.jpg,0.5,0.5,0.4140625
clock_000174.jpg,synthetic_clocks\inputs\clock_000174.jpg,synthetic_clocks\targets\clock_000174.jpg,0.5,0.5,0.4140625
clock_000175.jpg,synthetic_clocks\inputs\clock_000175.jpg,synthetic_clocks\targets\clock_000175.jpg,0.5,0.5,0.4140625
clock_000176.jpg,synthetic_clocks\inputs\clock_000176.jpg,synthetic_clocks\targets\clock_000176.jpg,0.5,0.5,0.4140625
clock_000177.jpg,synthetic_clocks\inputs\clock_000177.jpg,synthetic_clocks\targets\clock_000177.jpg,0.5,0.5,0.4140625
clock_000178.jpg,synthetic_clocks\inputs\clock_000178.jpg,synthetic_clocks\targets\clock_000178.jpg,0.5,0.5,0.4140625
clock_000179.jpg,synthetic_clocks\inputs\clock_000179.jpg,synthetic_clocks\targets\clock_000179.jpg,0.5,0.5,0.4140625
clock_000180.jpg,synthetic_clocks\inputs\clock_000180.jpg,synthetic_clocks\targets\clock_000180.jpg,0.5,0.5,0.4140625
clock_000181.jpg,synthetic_clocks\inputs\clock_000181.jpg,synthetic_clocks\targets\clock_000181.jpg,0.5,0.5,0.4140625
clock_000182.jpg,synthetic_clocks\inputs\clock_000182.jpg,synthetic_clocks\targets\clock_000182.jpg,0.5,0.5,0.4140625
clock_000183.jpg,synthetic_clocks\inputs\clock_000183.jpg,synthetic_clocks\targets\clock_000183.jpg,0.5,0.5,0.4140625
clock_000184.jpg,synthetic_clocks\inputs\clock_000184.jpg,synthetic_clocks\targets\clock_000184.jpg,0.5,0.5,0.4140625
clock_000185.jpg,synthetic_clocks\inputs\clock_000185.jpg,synthetic_clocks\targets\clock_000185.jpg,0.5,0.5,0.4140625
clock_000186.jpg,synthetic_clocks\inputs\clock_000186.jpg,synthetic_clocks\targets\clock_000186.jpg,0.5,0.5,0.4140625
clock_000187.jpg,synthetic_clocks\inputs\clock_000187.jpg,synthetic_clocks\targets\clock_000187.jpg,0.5,0.5,0.4140625
clock_000188.jpg,synthetic_clocks\inputs\clock_000188.jpg,synthetic_clocks\targets\clock_000188.jpg,0.5,0.5,0.4140625
clock_000189.jpg,synthetic_clocks\inputs\clock_000189.jpg,synthetic_clocks\targets\clock_000189.jpg,0.5,0.5,0.4140625
clock_000190.jpg,synthetic_clocks\inputs\clock_000190.jpg,synthetic_clocks\targets\clock_000190.jpg,0.5,0.5,0.4140625
clock_000191.jpg,synthetic_clocks\inputs\clock_000191.jpg,synthetic_clocks\targets\clock_000191.jpg,0.5,0.5,0.4140625
clock_000192.jpg,synthetic_clocks\inputs\clock_000192.jpg,synthetic_clocks\targets\clock_000192.jpg,0.5,0.5,0.4140625
clock_000193.jpg,synthetic_clocks\inputs\clock_000193.jpg,synthetic_clocks\targets\clock_000193.jpg,0.5,0.5,0.4140625
clock_000194.jpg,synthetic_clocks\inputs\clock_000194.jpg,synthetic_clocks\targets\clock_000194.jpg,0.5,0.5,0.4140625
clock_000195.jpg,synthetic_clocks\inputs\clock_000195.jpg,synthetic_clocks\targets\clock_000195.jpg,0.5,0.5,0.4140625
clock_000196.jpg,synthetic_clocks\inputs\clock_000196.jpg,synthetic_clocks\targets\clock_000196.jpg,0.5,0.5,0.4140625
clock_000197.jpg,synthetic_clocks\inputs\clock_000197.jpg,synthetic_clocks\targets\clock_000197.jpg,0.5,0.5,0.4140625
clock_000198.jpg,synthetic_clocks\inputs\clock_000198.jpg,synthetic_clocks\targets\clock_000198.jpg,0.5,0.5,0.4140625
clock_000199.jpg,synthetic_clocks\inputs\clock_000199.jpg,synthetic_clocks\targets\clock_000199.jpg,0.5,0.5,0.4140625
clock_000200.jpg,synthetic_clocks\inputs\clock_000200.jpg,synthetic_clocks\targets\clock_000200.jpg,0.5,0.5,0.4140625
clock_000201.jpg,synthetic_clocks\inputs\clock_000201.jpg,synthetic_clocks\targets\clock_000201.jpg,0.5,0.5,0.4140625
