filename,hour,minute,second
06_29_58_00106_dig_segmented.png,6,29,58
08_02_49_00107_dig_lcd.png,8,2,49
08_21_19_00108_dig_segmented.png,8,21,19
05_21_54_00109_dig_lcd.png,5,21,54
00_13_06_00110_dig_simple.png,0,13,6
09_09_45_00111_dig_segmented.png,9,9,45
21_23_29_00112_dig_segmented.png,21,23,29
11_37_56_00113_dig_lcd.png,11,37,56
02_53_31_00114_dig_segmented.png,2,53,31
14_19_20_00115_dig_lcd.png,14,19,20
00_31_55_00116_dig_simple.png,0,31,55
18_50_41_00117_dig_simple.png,18,50,41
11_34_46_00118_dig_simple.png,11,34,46
22_59_32_00119_dig_lcd.png,22,59,32
04_33_29_00120_dig_lcd.png,4,33,29
23_04_31_00121_dig_segmented.png,23,4,31
12_55_37_00122_dig_lcd.png,12,55,37
05_34_09_00123_dig_segmented.png,5,34,9
22_40_44_00124_dig_lcd.png,22,40,44
14_54_25_00125_dig_lcd.png,14,54,25
01_59_20_00126_dig_simple.png,1,59,20
17_37_04_00127_dig_segmented.png,17,37,4
10_46_50_00128_dig_lcd.png,10,46,50
16_04_31_00129_dig_segmented.png,16,4,31
09_57_20_00130_dig_simple.png,9,57,20
07_31_35_00131_dig_lcd.png,7,31,35
07_53_31_00132_dig_segmented.png,7,53,31
03_12_53_00133_dig_segmented.png,3,12,53
00_33_25_00134_dig_simple.png,0,33,25
07_35_43_00135_dig_simple.png,7,35,43
01_36_28_00136_dig_simple.png,1,36,28
19_19_22_00137_dig_segmented.png,19,19,22
02_54_31_00138_dig_segmented.png,2,54,31
23_39_48_00139_dig_segmented.png,23,39,48
12_03_47_00140_dig_segmented.png,12,3,47
21_37_43_00141_dig_lcd.png,21,37,43
22_10_28_00142_dig_simple.png,22,10,28
09_04_24_00143_dig_lcd.png,9,4,24
12_31_05_00144_dig_segmented.png,12,31,5
00_32_38_00145_dig_lcd.png,0,32,38
18_08_34_00146_dig_lcd.png,18,8,34
23_49_28_00147_dig_segmented.png,23,49,28
12_35_28_00148_dig_simple.png,12,35,28
07_31_35_00149_dig_segmented.png,7,31,35
03_47_17_00150_dig_lcd.png,3,47,17
12_21_40_00151_dig_simple.png,12,21,40
22_47_09_00152_dig_simple.png,22,47,9
11_50_35_00153_dig_segmented.png,11,50,35
01_12_27_00154_dig_segmented.png,1,12,27
23_29_19_00155_dig_lcd.png,23,29,19
00_04_20_00156_dig_segmented.png,0,4,20
00_20_08_00157_dig_segmented.png,0,20,8
23_52_07_00158_dig_simple.png,23,52,7
06_40_54_00159_dig_lcd.png,6,40,54
18_40_32_00160_dig_simple.png,18,40,32
04_58_22_00161_dig_simple.png,4,58,22
15_18_44_00162_dig_segmented.png,15,18,44
15_31_23_00163_dig_simple.png,15,31,23
21_47_17_00164_dig_segmented.png,21,47,17
03_52_44_00165_dig_lcd.png,3,52,44
04_16_32_00166_dig_simple.png,4,16,32
09_39_15_00167_dig_simple.png,9,39,15
07_35_06_00168_dig_lcd.png,7,35,6
10_06_39_00169_dig_simple.png,10,6,39
02_54_31_00170_dig_simple.png,2,54,31
23_49_49_00171_dig_lcd.png,23,49,49
09_24_56_00172_dig_lcd.png,9,24,56
13_41_26_00173_dig_segmented.png,13,41,26
07_37_43_00174_dig_simple.png,7,37,43
02_52_52_00175_dig_segmented.png,2,52,52
07_39_50_00176_dig_simple.png,7,39,50
10_36_47_00177_dig_segmented.png,10,36,47
21_53_18_00178_dig_segmented.png,21,53,18
04_08_49_00179_dig_segmented.png,4,8,49
05_03_00_00180_dig_lcd.png,5,3,0
09_11_53_00181_dig_lcd.png,9,11,53
14_53_37_00182_dig_lcd.png,14,53,37
07_39_50_00183_dig_segmented.png,7,39,50
09_47_10_00184_dig_lcd.png,9,47,10
05_27_42_00185_dig_segmented.png,5,27,42
22_32_24_00186_dig_segmented.png,22,32,24
22_40_44_00187_dig_simple.png,22,40,44
00_15_13_00188_dig_lcd.png,0,15,13
04_16_32_00189_dig_simple.png,4,16,32
00_46_56_00190_dig_segmented.png,0,46,56
02_54_31_00191_dig_segmented.png,2,54,31
18_50_41_00192_dig_lcd.png,18,50,41
13_39_44_00193_dig_segmented.png,13,39,44
21_15_10_00194_dig_segmented.png,21,15,10
07_04_02_00195_dig_lcd.png,7,4,2
12_24_07_00196_dig_segmented.png,12,24,7
06_40_54_00197_dig_lcd.png,6,40,54
12_31_05_00198_dig_lcd.png,12,31,5
22_59_32_00199_dig_segmented.png,22,59,32
11_40_21_00200_dig_segmented.png,11,40,21
11_32_04_00201_dig_segmented.png,11,32,4
11_32_04_00202_dig_simple.png,11,32,4
04_46_20_00203_dig_segmented.png,4,46,20
06_29_58_00204_dig_simple.png,6,29,58
17_34_15_00205_dig_simple.png,17,34,15
21_13_47_00206_dig_simple.png,21,13,47
08_01_35_00207_dig_lcd.png,8,1,35
17_50_47_00208_dig_lcd.png,17,50,47
18_08_34_00209_dig_segmented.png,18,8,34
20_54_43_00210_dig_segmented.png,20,54,43
05_06_46_00211_dig_lcd.png,5,6,46
03_12_53_00212_dig_lcd.png,3,12,53
20_06_38_00213_dig_simple.png,20,6,38
16_47_14_00214_dig_segmented.png,16,47,14
14_55_35_00215_dig_lcd.png,14,55,35
09_31_45_00216_dig_simple.png,9,31,45
06_32_17_00217_dig_segmented.png,6,32,17
02_53_31_00218_dig_segmented.png,2,53,31
08_27_44_00219_dig_segmented.png,8,27,44
02_56_16_00220_dig_lcd.png,2,56,16
17_38_11_00221_dig_simple.png,17,38,11
20_35_14_00222_dig_lcd.png,20,35,14
07_53_31_00223_dig_simple.png,7,53,31
08_01_35_00224_dig_segmented.png,8,1,35
19_54_10_00225_dig_lcd.png,19,54,10
03_11_04_00226_dig_simple.png,3,11,4
23_39_48_00227_dig_segmented.png,23,39,48
12_40_58_00228_dig_segmented.png,12,40,58
18_01_22_00229_dig_segmented.png,18,1,22
00_18_33_00230_dig_simple.png,0,18,33
20_06_38_00231_dig_simple.png,20,6,38
12_08_40_00232_dig_simple.png,12,8,40
18_18_23_00233_dig_lcd.png,18,18,23
04_51_02_00234_dig_segmented.png,4,51,2
16_59_01_00235_dig_lcd.png,16,59,1
18_52_32_00236_dig_segmented.png,18,52,32
21_22_59_00237_dig_segmented.png,21,22,59
03_52_44_00238_dig_segmented.png,3,52,44
08_02_49_00239_dig_segmented.png,8,2,49
16_43_44_00240_dig_simple.png,16,43,44
14_04_48_00241_dig_simple.png,14,4,48
16_47_14_00242_dig_segmented.png,16,47,14
23_56_12_00243_dig_simple.png,23,56,12
14_32_15_00244_dig_lcd.png,14,32,15
15_32_42_00245_dig_simple.png,15,32,42
00_04_20_00246_dig_segmented.png,0,4,20
18_25_47_00247_dig_simple.png,18,25,47
17_33_59_00248_dig_segmented.png,17,33,59
17_40_28_00249_dig_segmented.png,17,40,28
15_58_20_00250_dig_segmented.png,15,58,20
15_14_33_00251_dig_lcd.png,15,14,33
01_18_51_00252_dig_simple.png,1,18,51
14_55_35_00253_dig_lcd.png,14,55,35
18_18_23_00254_dig_segmented.png,18,18,23
09_04_24_00255_dig_simple.png,9,4,24
10_52_44_00256_dig_lcd.png,10,52,44
17_44_32_00257_dig_segmented.png,17,44,32
01_24_36_00258_dig_lcd.png,1,24,36
10_36_47_00259_dig_simple.png,10,36,47
03_12_53_00260_dig_simple.png,3,12,53
03_49_41_00261_dig_lcd.png,3,49,41
15_14_08_00262_dig_simple.png,15,14,8
12_13_30_00263_dig_segmented.png,12,13,30
12_21_40_00264_dig_segmented.png,12,21,40
14_15_51_00265_dig_simple.png,14,15,51
01_41_10_00266_dig_lcd.png,1,41,10
00_51_14_00267_dig_simple.png,0,51,14
07_56_53_00268_dig_segmented.png,7,56,53
01_24_36_00269_dig_segmented.png,1,24,36
03_48_59_00270_dig_simple.png,3,48,59
18_09_10_00271_dig_segmented.png,18,9,10
01_59_20_00272_dig_simple.png,1,59,20
13_59_19_00273_dig_simple.png,13,59,19
02_34_56_00274_dig_simple.png,2,34,56
14_16_23_00275_dig_simple.png,14,16,23
23_52_07_00276_dig_lcd.png,23,52,7
20_06_41_00277_dig_lcd.png,20,6,41
19_04_46_00278_dig_simple.png,19,4,46
08_36_49_00279_dig_lcd.png,8,36,49
06_48_42_00280_dig_lcd.png,6,48,42
05_42_51_00281_dig_segmented.png,5,42,51
17_44_32_00282_dig_segmented.png,17,44,32
10_52_44_00283_dig_simple.png,10,52,44
10_47_42_00284_dig_simple.png,10,47,42
07_56_53_00285_dig_simple.png,7,56,53
08_02_49_00286_dig_lcd.png,8,2,49
14_08_41_00287_dig_segmented.png,14,8,41
02_16_00_00288_dig_segmented.png,2,16,0
14_13_24_00289_dig_simple.png,14,13,24
10_08_36_00290_dig_lcd.png,10,8,36
07_35_43_00291_dig_lcd.png,7,35,43
05_42_51_00292_dig_simple.png,5,42,51
05_27_32_00293_dig_segmented.png,5,27,32
08_50_39_00294_dig_segmented.png,8,50,39
14_47_36_00295_dig_lcd.png,14,47,36
03_42_31_00296_dig_lcd.png,3,42,31
15_58_20_00297_dig_segmented.png,15,58,20
11_07_20_00298_dig_simple.png,11,7,20
05_53_15_00299_dig_segmented.png,5,53,15
18_50_41_00300_dig_segmented.png,18,50,41
04_04_05_00301_dig_segmented.png,4,4,5
11_32_04_00302_dig_segmented.png,11,32,4
09_47_10_00303_dig_lcd.png,9,47,10
21_18_02_00304_dig_segmented.png,21,18,2
06_37_18_00305_dig_lcd.png,6,37,18
02_36_34_00306_dig_simple.png,2,36,34
07_53_26_00307_dig_simple.png,7,53,26
18_12_37_00308_dig_lcd.png,18,12,37
11_20_01_00309_dig_segmented.png,11,20,1
19_31_41_00310_dig_lcd.png,19,31,41
22_32_24_00311_dig_simple.png,22,32,24
05_55_57_00312_dig_segmented.png,5,55,57
18_09_10_00313_dig_segmented.png,18,9,10
02_56_16_00314_dig_simple.png,2,56,16
14_04_48_00315_dig_segmented.png,14,4,48
15_14_33_00316_dig_segmented.png,15,14,33
05_03_00_00317_dig_lcd.png,5,3,0
14_43_52_00318_dig_segmented.png,14,43,52
11_03_25_00319_dig_simple.png,11,3,25
15_27_41_00320_dig_segmented.png,15,27,41
04_10_12_00321_dig_simple.png,4,10,12
08_39_26_00322_dig_lcd.png,8,39,26
09_20_39_00323_dig_simple.png,9,20,39
13_12_20_00324_dig_segmented.png,13,12,20
15_49_16_00325_dig_segmented.png,15,49,16
00_10_25_00326_dig_simple.png,0,10,25
00_20_08_00327_dig_lcd.png,0,20,8
07_35_06_00328_dig_segmented.png,7,35,6
12_40_58_00329_dig_simple.png,12,40,58
01_16_29_00330_dig_lcd.png,1,16,29
06_32_17_00331_dig_segmented.png,6,32,17
22_36_21_00332_dig_simple.png,22,36,21
10_23_40_00333_dig_lcd.png,10,23,40
18_12_37_00334_dig_lcd.png,18,12,37
02_36_30_00335_dig_segmented.png,2,36,30
01_18_51_00336_dig_lcd.png,1,18,51
01_40_27_00337_dig_simple.png,1,40,27
21_42_27_00338_dig_simple.png,21,42,27
07_31_35_00339_dig_simple.png,7,31,35
14_47_02_00340_dig_simple.png,14,47,2
11_22_48_00341_dig_segmented.png,11,22,48
08_59_56_00342_dig_simple.png,8,59,56
02_16_00_00343_dig_lcd.png,2,16,0
16_14_11_00344_dig_simple.png,16,14,11
09_39_15_00345_dig_segmented.png,9,39,15
16_12_56_00346_dig_simple.png,16,12,56
12_40_58_00347_dig_lcd.png,12,40,58
12_00_17_00348_dig_segmented.png,12,0,17
08_30_31_00349_dig_lcd.png,8,30,31
04_10_12_00350_dig_simple.png,4,10,12
03_12_55_00351_dig_lcd.png,3,12,55
03_12_53_00352_dig_segmented.png,3,12,53
22_59_32_00353_dig_lcd.png,22,59,32
00_18_33_00354_dig_simple.png,0,18,33
19_01_51_00355_dig_lcd.png,19,1,51
21_35_30_00356_dig_simple.png,21,35,30
01_56_19_00357_dig_simple.png,1,56,19
20_06_41_00358_dig_segmented.png,20,6,41
17_44_32_00359_dig_simple.png,17,44,32
01_16_29_00360_dig_segmented.png,1,16,29
16_17_10_00361_dig_lcd.png,16,17,10
21_11_07_00362_dig_simple.png,21,11,7
17_02_42_00363_dig_simple.png,17,2,42
17_09_36_00364_dig_lcd.png,17,9,36
17_40_48_00365_dig_lcd.png,17,40,48
23_05_22_00366_dig_segmented.png,23,5,22
09_39_15_00367_dig_simple.png,9,39,15
05_53_20_00368_dig_simple.png,5,53,20
18_08_34_00369_dig_lcd.png,18,8,34
17_14_56_00370_dig_lcd.png,17,14,56
15_27_41_00371_dig_lcd.png,15,27,41
00_51_14_00372_dig_simple.png,0,51,14
17_40_48_00373_dig_lcd.png,17,40,48
16_28_50_00374_dig_segmented.png,16,28,50
05_39_33_00375_dig_segmented.png,5,39,33
16_07_21_00376_dig_simple.png,16,7,21
00_46_56_00377_dig_lcd.png,0,46,56
15_49_16_00378_dig_simple.png,15,49,16
04_10_12_00379_dig_lcd.png,4,10,12
21_17_20_00380_dig_segmented.png,21,17,20
07_53_31_00381_dig_segmented.png,7,53,31
01_18_51_00382_dig_lcd.png,1,18,51
14_11_50_00383_dig_segmented.png,14,11,50
08_14_00_00384_dig_lcd.png,8,14,0
10_06_39_00385_dig_simple.png,10,6,39
01_41_02_00386_dig_lcd.png,1,41,2
08_14_00_00387_dig_simple.png,8,14,0
11_31_18_00388_dig_lcd.png,11,31,18
01_18_51_00389_dig_lcd.png,1,18,51
13_37_42_00390_dig_lcd.png,13,37,42
04_58_22_00391_dig_lcd.png,4,58,22
00_15_13_00392_dig_segmented.png,0,15,13
13_16_06_00393_dig_segmented.png,13,16,6
10_03_25_00394_dig_segmented.png,10,3,25
07_56_53_00395_dig_simple.png,7,56,53
22_47_17_00396_dig_lcd.png,22,47,17
02_34_56_00397_dig_segmented.png,2,34,56
03_18_42_00398_dig_lcd.png,3,18,42
10_10_27_00399_dig_segmented.png,10,10,27
02_56_16_00400_dig_lcd.png,2,56,16
16_28_50_00401_dig_lcd.png,16,28,50
07_53_31_00402_dig_segmented.png,7,53,31
01_59_20_00403_dig_lcd.png,1,59,20
10_36_47_00404_dig_segmented.png,10,36,47
17_35_38_00405_dig_lcd.png,17,35,38
17_09_36_00406_dig_simple.png,17,9,36
02_50_55_00407_dig_lcd.png,2,50,55
20_45_07_00408_dig_segmented.png,20,45,7
02_36_34_00409_dig_segmented.png,2,36,34
00_51_28_00410_dig_lcd.png,0,51,28
02_50_09_00411_dig_simple.png,2,50,9
08_21_19_00412_dig_lcd.png,8,21,19
14_16_23_00413_dig_simple.png,14,16,23
04_26_31_00414_dig_simple.png,4,26,31
05_27_32_00415_dig_lcd.png,5,27,32
11_31_18_00416_dig_segmented.png,11,31,18
08_50_39_00417_dig_simple.png,8,50,39
16_43_44_00418_dig_lcd.png,16,43,44
04_26_31_00419_dig_lcd.png,4,26,31
03_37_06_00420_dig_lcd.png,3,37,6
08_37_16_00421_dig_simple.png,8,37,16
15_14_08_00422_dig_simple.png,15,14,8
17_33_59_00423_dig_simple.png,17,33,59
01_59_20_00424_dig_simple.png,1,59,20
01_47_06_00425_dig_segmented.png,1,47,6
19_31_41_00426_dig_lcd.png,19,31,41
20_45_06_00427_dig_segmented.png,20,45,6
12_24_07_00428_dig_simple.png,12,24,7
06_43_35_00429_dig_lcd.png,6,43,35
17_51_55_00430_dig_simple.png,17,51,55
16_43_44_00431_dig_segmented.png,16,43,44
11_30_47_00432_dig_simple.png,11,30,47
19_01_51_00433_dig_segmented.png,19,1,51
23_49_28_00434_dig_segmented.png,23,49,28
21_34_02_00435_dig_segmented.png,21,34,2
16_07_21_00436_dig_segmented.png,16,7,21
02_34_16_00437_dig_segmented.png,2,34,16
15_14_08_00438_dig_simple.png,15,14,8
16_46_15_00439_dig_segmented.png,16,46,15
14_11_50_00440_dig_simple.png,14,11,50
17_02_42_00441_dig_segmented.png,17,2,42
17_22_45_00442_dig_simple.png,17,22,45
07_35_06_00443_dig_segmented.png,7,35,6
18_38_25_00444_dig_simple.png,18,38,25
19_04_46_00445_dig_simple.png,19,4,46
21_18_02_00446_dig_segmented.png,21,18,2
20_16_08_00447_dig_simple.png,20,16,8
15_16_17_00448_dig_lcd.png,15,16,17
03_12_53_00449_dig_lcd.png,3,12,53
14_10_37_00450_dig_simple.png,14,10,37
20_58_06_00451_dig_segmented.png,20,58,6
11_32_04_00452_dig_segmented.png,11,32,4
18_45_16_00453_dig_segmented.png,18,45,16
11_19_58_00454_dig_simple.png,11,19,58
18_18_23_00455_dig_simple.png,18,18,23
00_28_30_00456_dig_segmented.png,0,28,30
11_40_21_00457_dig_lcd.png,11,40,21
12_12_47_00458_dig_lcd.png,12,12,47
21_23_29_00459_dig_segmented.png,21,23,29
23_54_03_00460_dig_simple.png,23,54,3
22_57_39_00461_dig_simple.png,22,57,39
10_32_29_00462_dig_segmented.png,10,32,29
17_40_48_00463_dig_segmented.png,17,40,48
04_08_19_00464_dig_simple.png,4,8,19
18_50_41_00465_dig_segmented.png,18,50,41
11_30_47_00466_dig_lcd.png,11,30,47
08_59_56_00467_dig_lcd.png,8,59,56
03_37_06_00468_dig_lcd.png,3,37,6
17_40_48_00469_dig_simple.png,17,40,48
01_26_54_00470_dig_segmented.png,1,26,54
01_26_54_00471_dig_lcd.png,1,26,54
14_16_23_00472_dig_simple.png,14,16,23
03_11_04_00473_dig_lcd.png,3,11,4
14_55_35_00474_dig_segmented.png,14,55,35
10_08_36_00475_dig_simple.png,10,8,36
00_15_13_00476_dig_lcd.png,0,15,13
04_51_02_00477_dig_segmented.png,4,51,2
05_39_33_00478_dig_lcd.png,5,39,33
13_37_42_00479_dig_simple.png,13,37,42
05_03_00_00480_dig_simple.png,5,3,0
06_43_48_00481_dig_simple.png,6,43,48
23_49_28_00482_dig_simple.png,23,49,28
09_23_44_00483_dig_segmented.png,9,23,44
10_10_27_00484_dig_simple.png,10,10,27
19_05_53_00485_dig_lcd.png,19,5,53
12_53_11_00486_dig_lcd.png,12,53,11
08_47_59_00487_dig_simple.png,8,47,59
12_29_08_00488_dig_segmented.png,12,29,8
05_53_15_00489_dig_lcd.png,5,53,15
12_13_30_00490_dig_lcd.png,12,13,30
15_16_17_00491_dig_lcd.png,15,16,17
07_35_06_00492_dig_segmented.png,7,35,6
04_51_02_00493_dig_simple.png,4,51,2
14_53_37_00494_dig_lcd.png,14,53,37
16_59_01_00495_dig_simple.png,16,59,1
07_53_31_00496_dig_segmented.png,7,53,31
18_25_47_00497_dig_lcd.png,18,25,47
07_35_06_00498_dig_simple.png,7,35,6
09_57_20_00499_dig_lcd.png,9,57,20
02_29_53_00500_dig_segmented.png,2,29,53
15_58_20_00501_dig_lcd.png,15,58,20
21_28_01_00502_dig_segmented.png,21,28,1
12_31_05_00503_dig_simple.png,12,31,5
07_37_43_00504_dig_lcd.png,7,37,43
00_51_14_00505_dig_simple.png,0,51,14
05_39_33_00506_dig_simple.png,5,39,33
19_05_53_00507_dig_segmented.png,19,5,53
17_44_32_00508_dig_lcd.png,17,44,32
02_50_09_00509_dig_segmented.png,2,50,9
08_40_04_00510_dig_simple.png,8,40,4
01_09_35_00511_dig_segmented.png,1,9,35
20_45_07_00512_dig_segmented.png,20,45,7
07_35_06_00513_dig_lcd.png,7,35,6
01_09_35_00514_dig_simple.png,1,9,35
02_04_41_00515_dig_lcd.png,2,4,41
06_12_22_00516_dig_lcd.png,6,12,22
20_16_08_00517_dig_simple.png,20,16,8
18_18_12_00518_dig_segmented.png,18,18,12
00_18_33_00519_dig_simple.png,0,18,33
16_43_44_00520_dig_simple.png,16,43,44
16_52_36_00521_dig_segmented.png,16,52,36
13_33_01_00522_dig_segmented.png,13,33,1
03_10_31_00523_dig_lcd.png,3,10,31
10_59_06_00524_dig_lcd.png,10,59,6
00_39_41_00525_dig_lcd.png,0,39,41
01_24_36_00526_dig_segmented.png,1,24,36
01_18_51_00527_dig_lcd.png,1,18,51
02_52_52_00528_dig_simple.png,2,52,52
10_08_36_00529_dig_simple.png,10,8,36
20_35_14_00530_dig_simple.png,20,35,14
17_44_32_00531_dig_lcd.png,17,44,32
19_19_22_00532_dig_segmented.png,19,19,22
04_37_14_00533_dig_lcd.png,4,37,14
00_15_13_00534_dig_lcd.png,0,15,13
22_59_32_00535_dig_simple.png,22,59,32
09_14_11_00536_dig_segmented.png,9,14,11
01_56_19_00537_dig_simple.png,1,56,19
03_17_00_00538_dig_segmented.png,3,17,0
06_33_33_00539_dig_segmented.png,6,33,33
06_21_06_00540_dig_lcd.png,6,21,6
04_22_09_00541_dig_simple.png,4,22,9
09_14_11_00542_dig_simple.png,9,14,11
03_06_14_00543_dig_lcd.png,3,6,14
02_04_41_00544_dig_segmented.png,2,4,41
08_48_26_00545_dig_simple.png,8,48,26
06_28_54_00546_dig_simple.png,6,28,54
06_40_54_00547_dig_simple.png,6,40,54
16_52_36_00548_dig_lcd.png,16,52,36
00_51_28_00549_dig_simple.png,0,51,28
00_08_23_00550_dig_lcd.png,0,8,23
07_56_53_00551_dig_simple.png,7,56,53
11_14_45_00552_dig_segmented.png,11,14,45
21_18_02_00553_dig_simple.png,21,18,2
05_11_01_00554_dig_segmented.png,5,11,1
10_32_29_00555_dig_lcd.png,10,32,29
17_34_15_00556_dig_segmented.png,17,34,15
00_04_20_00557_dig_segmented.png,0,4,20
23_23_55_00558_dig_simple.png,23,23,55
15_27_41_00559_dig_lcd.png,15,27,41
04_12_04_00560_dig_lcd.png,4,12,4
05_55_57_00561_dig_segmented.png,5,55,57
16_04_31_00562_dig_lcd.png,16,4,31
13_12_20_00563_dig_segmented.png,13,12,20
15_14_08_00564_dig_lcd.png,15,14,8
23_29_19_00565_dig_segmented.png,23,29,19
17_38_11_00566_dig_simple.png,17,38,11
21_11_07_00567_dig_segmented.png,21,11,7
15_14_33_00568_dig_lcd.png,15,14,33
23_49_28_00569_dig_lcd.png,23,49,28
12_29_08_00570_dig_segmented.png,12,29,8
10_47_42_00571_dig_lcd.png,10,47,42
09_11_53_00572_dig_lcd.png,9,11,53
22_36_21_00573_dig_simple.png,22,36,21
12_00_17_00574_dig_segmented.png,12,0,17
22_25_13_00575_dig_lcd.png,22,25,13
06_33_33_00576_dig_lcd.png,6,33,33
15_49_16_00577_dig_segmented.png,15,49,16
11_02_54_00578_dig_lcd.png,11,2,54
14_15_34_00579_dig_lcd.png,14,15,34
17_09_36_00580_dig_segmented.png,17,9,36
00_20_08_00581_dig_segmented.png,0,20,8
19_35_27_00582_dig_simple.png,19,35,27
14_29_52_00583_dig_segmented.png,14,29,52
05_39_33_00584_dig_simple.png,5,39,33
21_18_02_00585_dig_simple.png,21,18,2
16_35_38_00586_dig_segmented.png,16,35,38
16_28_50_00587_dig_simple.png,16,28,50
19_04_18_00588_dig_simple.png,19,4,18
02_36_30_00589_dig_simple.png,2,36,30
